Jugador,Nacionalidad,Posicion,Equipo,Competicion,Edad,Partidos jugados,Minutos jugados,Titularidades,Goles,Asistencias,Atajadas,Penales atajados,Penales convertidos,Penales ejecutados,Entradas (tackles),Tarjetas amarillas,Tarjetas rojas,Regates exitosos,Pases completados,Intercepciones,Nac_Esperada,Es_autoctono
Sekou Mara,fr FRA,"FW,MF",Strasbourg,Ligue 1,22.0,24,690,6,1,1,,,0,0,9,2,0,11,121,3,fr FRA,True
Alessandro Marcandalli,it ITA,DF,Venezia,Serie A,22.0,7,340,5,0,0,,,0,0,7,2,0,0,100,2,it ITA,True
Marcão,br BRA,DF,Sevilla,La Liga,28.0,11,462,5,0,0,,,0,0,9,6,1,0,230,6,es ESP,False
Solly March,eng ENG,"FW,MF",Brighton,Premier League,30.0,8,168,1,0,0,,,0,0,6,2,0,1,60,2,eng ENG,True
Filip Marchwiński,pl POL,MF,Lecce,Serie A,23.0,1,15,0,0,0,,,0,0,0,0,0,0,4,0,it ITA,False
Óscar de Marcos,es ESP,DF,Athletic Club,La Liga,36.0,24,1471,16,0,4,,,0,0,32,0,0,3,775,15,es ESP,True
Alberto Marí,es ESP,FW,Valencia,La Liga,23.0,1,7,0,0,0,,,0,0,0,0,0,0,2,0,es ESP,True
Pablo Marí,es ESP,DF,Fiorentina,Serie A,31.0,10,828,9,0,0,,,0,0,9,2,0,0,397,19,it ITA,False
José María Giménez,uy URU,DF,Atlético Madrid,La Liga,30.0,26,1909,19,0,1,,,0,0,25,5,0,2,1189,26,es ESP,False
Luca Marianucci,it ITA,DF,Empoli,Serie A,20.0,17,1024,11,0,0,,,0,0,28,0,1,5,328,18,it ITA,True
Mirko Marić,hr CRO,FW,Venezia,Serie A,29.0,7,317,4,0,0,,,0,0,2,0,0,2,72,1,it ITA,False
Arkaitz Mariezkurrena,es ESP,"MF,FW",Real Sociedad,La Liga,20.0,6,157,0,1,0,,,0,0,1,1,0,1,30,1,es ESP,True
Rafa Marín,es ESP,DF,Napoli,Serie A,22.0,4,142,1,0,0,,,0,0,1,1,0,0,115,1,it ITA,False
Pablo Marín,es ESP,MF,Real Sociedad,La Liga,21.0,20,1040,11,0,2,,,0,0,21,3,0,18,300,4,es ESP,True
Răzvan Marin,ro ROU,MF,Cagliari,Serie A,28.0,31,1356,13,3,2,,,2,2,21,4,0,11,535,2,it ITA,False
Guillermo Maripán,cl CHI,DF,Torino,Serie A,31.0,26,2160,25,1,1,,,0,0,36,3,1,2,1061,38,it ITA,False
Mika Mármol,es ESP,DF,Las Palmas,La Liga,23.0,28,2219,25,0,1,,,0,0,57,4,0,5,1029,37,es ESP,True
Omar Marmoush,eg EGY,FW,Eint Frankfurt,Bundesliga,26.0,17,1448,17,15,9,,,2,2,12,2,0,46,300,2,de GER,False
Mario Maroto,es ESP,MF,Valladolid,La Liga,21.0,1,19,0,0,1,,,0,0,0,0,0,1,11,2,es ESP,True
Marquinhos,br BRA,DF,Paris S-G,Ligue 1,30.0,21,1652,18,1,0,,,0,0,30,3,0,3,1660,10,fr FRA,False
Unai Marrero,es ESP,GK,Real Sociedad,La Liga,23.0,1,90,1,0,0,3.0,0.0,0,0,0,0,0,0,22,0,es ESP,True
Ange Martial Tia,ml MLI,MF,Reims,Ligue 1,18.0,5,139,2,0,0,,,0,0,4,0,0,3,39,2,fr FRA,False
Aarón Martín,es ESP,DF,Genoa,Serie A,28.0,34,2905,33,0,6,,,0,0,70,5,0,12,1157,19,it ITA,False
Carlos Martín,es ESP,"FW,MF",Alavés,La Liga,23.0,25,1321,16,2,2,,,0,0,41,3,0,8,257,5,es ESP,True
Gerard Martín,es ESP,DF,Barcelona,La Liga,23.0,25,938,9,1,3,,,0,0,20,2,0,3,585,8,es ESP,True
Iván Martín,es ESP,MF,Girona,La Liga,26.0,29,1925,23,1,1,,,0,0,29,1,0,22,1216,11,es ESP,True
Jon Martin,es ESP,DF,Real Sociedad,La Liga,19.0,12,814,5,0,1,,,0,0,10,2,0,0,442,7,es ESP,True
Jonas Martin,fr FRA,MF,Brest,Ligue 1,35.0,17,496,5,1,0,,,0,0,13,2,0,2,277,8,fr FRA,True
Mario Martín,es ESP,MF,Valladolid,La Liga,21.0,28,1613,18,0,1,,,0,0,59,8,3,18,625,19,es ESP,True
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,Premier League,23.0,31,2131,23,8,4,,,0,0,20,1,0,32,459,4,eng ENG,False
Arnau Martinez,es ESP,"DF,MF",Girona,La Liga,22.0,29,2399,27,2,2,,,0,0,44,2,0,17,1488,28,es ESP,True
Emiliano Martínez,ar ARG,GK,Aston Villa,Premier League,32.0,35,3060,35,0,0,90.0,1.0,0,0,3,5,0,1,1043,0,eng ENG,False
Iñigo Martínez,es ESP,DF,Barcelona,La Liga,33.0,27,2400,27,0,4,,,0,0,23,5,0,3,2156,18,es ESP,True
Javi Martínez,es ESP,MF,Osasuna,La Liga,25.0,1,6,0,0,0,,,0,0,0,0,0,0,9,0,es ESP,True
Josep Martinez,es ESP,GK,Inter,Serie A,26.0,5,450,5,0,0,11.0,0.0,0,0,0,0,0,0,205,0,it ITA,False
Lautaro Martínez,ar ARG,FW,Inter,Serie A,27.0,31,2564,31,12,3,,,0,0,30,1,0,17,472,10,it ITA,False
Lisandro Martínez,ar ARG,DF,Manchester Utd,Premier League,27.0,20,1751,20,2,1,,,0,0,40,7,0,6,1200,32,eng ENG,False
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,Serie A,29.0,8,351,4,1,0,,,0,0,12,1,0,2,226,3,it ITA,False
Ramón Martínez,es ESP,DF,Sevilla,La Liga,22.0,3,186,2,0,0,,,0,0,5,0,0,1,99,2,es ESP,True
Toni Martínez,es ESP,"FW,MF",Alavés,La Liga,27.0,26,983,9,4,0,,,0,0,11,1,0,8,135,0,es ESP,True
Kevin Martins,it ITA,"MF,DF",Monza,Serie A,20.0,9,183,1,0,1,,,0,0,5,1,0,4,38,1,it ITA,True
Javi Martón,es ESP,"FW,MF",Athletic Club,La Liga,26.0,3,53,0,0,0,,,0,0,0,1,0,0,6,0,es ESP,True
Adam Marušić,me MNE,DF,Lazio,Serie A,32.0,33,2202,24,4,0,,,0,0,29,1,0,9,996,14,it ITA,False
Marvin,es ESP,"DF,FW",Las Palmas,La Liga,24.0,20,849,7,0,0,,,0,0,21,3,0,2,285,10,es ESP,True
Omar Mascarell,gq EQG,MF,Mallorca,La Liga,32.0,29,1806,19,1,0,,,0,0,24,4,1,8,713,48,es ESP,False
Adam Masina,ma MAR,DF,Torino,Serie A,31.0,26,1758,18,1,2,,,0,0,33,5,0,4,950,25,it ITA,False
Patrizio Masini,it ITA,MF,Genoa,Serie A,24.0,24,1358,14,1,0,,,0,0,49,3,0,10,452,13,it ITA,True
Giorgos Masouras,gr GRE,"FW,MF",Bochum,Bundesliga,31.0,13,979,11,2,1,,,0,0,17,1,0,5,189,4,de GER,False
Erhan Mašović,rs SRB,DF,Bochum,Bundesliga,26.0,16,910,10,1,1,,,0,0,14,2,0,0,349,12,de GER,False
Han-Noah Massengo,fr FRA,MF,Auxerre,Ligue 1,23.0,16,963,10,0,0,,,0,0,17,5,0,9,355,15,fr FRA,True
Clinton Mata,ao ANG,DF,Lyon,Ligue 1,32.0,29,2370,27,0,4,,,0,0,41,6,0,14,1448,46,fr FRA,False
Jaime Mata,es ESP,FW,Las Palmas,La Liga,36.0,27,549,3,0,0,,,0,0,8,8,0,4,106,3,es ESP,True
Igor Matanovic,hr CRO,FW,Eint Frankfurt,Bundesliga,22.0,16,312,2,1,0,,,0,0,2,0,0,3,57,1,de GER,False
Pape Matar Sarr,sn SEN,MF,Tottenham,Premier League,22.0,34,1816,20,3,2,,,0,0,47,6,0,11,869,27,eng ENG,False
Eliot Matazo,be BEL,MF,Monaco,Ligue 1,23.0,3,68,1,0,0,,,0,0,3,0,0,0,35,1,fr FRA,False
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,Premier League,27.0,35,2576,32,14,2,,,2,2,17,2,0,20,282,2,eng ENG,False
Nemanja Matić,rs SRB,MF,Lyon,Ligue 1,36.0,28,1988,25,0,1,,,0,0,41,1,0,8,1214,18,fr FRA,False
Rudy Matondo,fr FRA,MF,Auxerre,Ligue 1,17.0,5,66,0,0,0,,,0,0,1,1,0,0,22,0,fr FRA,True
Chrislain Matsima,fr FRA,DF,Augsburg,Bundesliga,22.0,29,2461,27,1,0,,,0,0,27,4,0,7,1072,51,de GER,False
Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,Bundesliga,20.0,24,921,10,2,3,,,0,0,29,3,0,17,260,4,de GER,False
Alan Matturro,uy URU,DF,Genoa,Serie A,20.0,13,900,9,0,0,,,0,0,11,2,0,3,280,14,it ITA,False
Azor Matusiwa,nl NED,MF,Rennes,Ligue 1,27.0,28,2018,22,1,3,,,0,0,64,3,0,17,962,34,fr FRA,False
Neal Maupay,fr FRA,FW,Marseille,Ligue 1,28.0,21,1034,13,4,4,,,0,0,9,3,1,6,244,2,fr FRA,True
Maurides,br BRA,FW,St. Pauli,Bundesliga,31.0,1,2,0,0,0,,,0,0,0,0,0,0,1,0,de GER,False
Stephy Mavididi,eng ENG,FW,Leicester City,Premier League,26.0,30,1615,16,4,1,,,0,0,34,2,0,35,460,11,eng ENG,True
Konstantinos Mavropanos,gr GRE,DF,West Ham,Premier League,27.0,32,1955,20,0,0,,,0,0,33,6,1,9,1022,38,eng ENG,False
Christian Mawissa,fr FRA,DF,Monaco,Ligue 1,20.0,21,1411,16,0,0,,,0,0,40,3,0,10,725,25,fr FRA,True
Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,Bundesliga,21.0,18,246,1,1,2,,,0,0,3,1,0,3,45,1,de GER,True
Borja Mayoral,es ESP,FW,Getafe,La Liga,28.0,21,931,5,4,1,,,1,1,4,0,0,6,167,1,es ESP,True
Senny Mayulu,fr FRA,MF,Paris S-G,Ligue 1,18.0,19,777,8,2,1,,,0,0,25,1,0,15,388,5,fr FRA,True
Noussair Mazraoui,ma MAR,DF,Manchester Utd,Premier League,27.0,35,2729,32,0,1,,,0,0,109,2,0,26,1474,34,eng ENG,False
Luca Mazzitelli,it ITA,MF,Como,Serie A,29.0,11,335,3,1,1,,,0,0,9,1,0,4,156,3,it ITA,True
Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,Serie A,29.0,18,691,7,0,0,,,0,0,15,2,0,10,236,5,it ITA,True
Samuel Mbangula,be BEL,FW,Juventus,Serie A,21.0,22,708,7,3,3,,,0,0,15,1,0,9,229,3,it ITA,False
Ethan Mbappé,fr FRA,"MF,FW",Lille,Ligue 1,18.0,10,222,1,0,0,,,0,0,6,3,0,3,105,1,fr FRA,True
Kylian Mbappé,fr FRA,FW,Real Madrid,La Liga,26.0,31,2637,31,27,3,,,7,8,8,3,1,72,825,1,es ESP,False
Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,Ligue 1,17.0,9,340,4,1,1,,,0,0,4,0,0,5,128,2,fr FRA,True
Bryan Mbeumo,cm CMR,FW,Brentford,Premier League,25.0,36,3234,36,18,7,,,5,5,45,3,0,48,831,14,eng ENG,False
James Mcatee,eng ENG,"MF,FW",Manchester City,Premier League,22.0,15,349,3,3,0,,,0,0,5,1,0,2,100,2,eng ENG,True
Kasey McAteer,ie IRL,"FW,MF",Leicester City,Premier League,23.0,16,688,7,0,1,,,0,0,18,2,0,3,156,3,eng ENG,False
Oliver McBurnie,sct SCO,FW,Las Palmas,La Liga,28.0,31,1656,18,3,6,,,0,0,13,2,0,15,262,6,es ESP,False
Alex McCarthy,eng ENG,GK,Southampton,Premier League,35.0,5,450,5,0,0,24.0,0.0,0,0,0,0,0,0,117,0,eng ENG,True
John McGinn,sct SCO,"MF,FW",Aston Villa,Premier League,30.0,32,2073,25,1,4,,,0,0,31,7,0,18,661,14,eng ENG,False
Scott McKenna,sct SCO,DF,Las Palmas,La Liga,28.0,27,2286,26,0,0,,,0,0,18,5,1,3,1165,9,es ESP,False
Weston McKennie,us USA,"MF,DF",Juventus,Serie A,26.0,30,2215,26,2,4,,,0,0,33,3,0,20,893,12,it ITA,False
Mark McKenzie,us USA,DF,Toulouse,Ligue 1,26.0,29,2406,28,1,1,,,0,0,49,1,1,4,1129,21,fr FRA,False
Dwight McNeil,eng ENG,"MF,FW",Everton,Premier League,25.0,19,1292,14,4,5,,,0,0,12,1,0,22,431,5,eng ENG,True
Scott McTominay,sct SCO,MF,Napoli,Serie A,28.0,32,2758,31,11,4,,,0,0,41,3,0,37,715,23,it ITA,False
Jakov Medić,hr CRO,DF,Bochum,Bundesliga,26.0,22,1520,16,1,0,,,0,0,13,2,0,1,609,21,de GER,False
Facundo Medina,ar ARG,DF,Lens,Ligue 1,25.0,28,2454,28,0,1,,,0,0,42,14,1,10,1595,31,fr FRA,False
Ben Mee,eng ENG,DF,Brentford,Premier League,35.0,7,183,2,0,0,,,0,0,2,2,0,0,93,4,eng ENG,True
Jayden Meghoma,eng ENG,DF,Brentford,Premier League,18.0,1,5,0,0,0,,,0,0,0,0,0,0,3,0,eng ENG,True
Henrik Meister,dk DEN,FW,Rennes,Ligue 1,21.0,4,63,0,1,0,,,0,0,2,0,0,0,11,1,fr FRA,False
Bamo Meïté,ci CIV,DF,Marseille,Ligue 1,23.0,3,26,0,0,0,,,0,0,0,0,0,0,26,0,fr FRA,False
Mohamed Meité,fr FRA,FW,Rennes,Ligue 1,17.0,12,544,5,2,0,,,0,0,2,0,0,1,62,0,fr FRA,True
Mateo Mejía,es ESP,FW,Sevilla,La Liga,22.0,1,11,0,0,0,,,0,0,0,0,0,0,0,0,es ESP,True
Farid El Melali,dz ALG,FW,Angers,Ligue 1,28.0,31,1864,22,2,3,,,0,0,28,1,0,51,354,16,fr FRA,False
Filippo Melegoni,it ITA,"MF,FW",Genoa,Serie A,26.0,3,89,1,0,1,,,0,0,1,0,0,1,9,0,it ITA,True
Arthur Melo,br BRA,MF,Girona,La Liga,28.0,12,749,8,0,0,,,0,0,23,2,0,6,560,7,es ESP,False
Nuno Mendes,pt POR,DF,Paris S-G,Ligue 1,22.0,23,1586,18,1,2,,,0,0,29,3,0,27,1228,17,fr FRA,False
Brais Méndez,es ESP,MF,Real Sociedad,La Liga,28.0,24,1391,17,3,1,,,0,0,21,4,0,12,560,7,es ESP,True
Antoine Mendy,sn SEN,DF,Nice,Ligue 1,20.0,17,735,7,0,0,,,0,0,28,2,0,5,359,6,fr FRA,False
Ferland Mendy,fr FRA,DF,Real Madrid,La Liga,29.0,14,1005,12,0,1,,,0,0,17,1,1,3,630,9,es ESP,False
Nampalys Mendy,sn SEN,MF,Lens,Ligue 1,32.0,9,498,6,0,0,,,0,0,12,2,0,1,219,6,fr FRA,False
Gideon Mensah,gh GHA,DF,Auxerre,Ligue 1,26.0,28,2190,25,0,1,,,0,0,62,2,0,28,1023,48,fr FRA,False
Alex Meret,it ITA,GK,Napoli,Serie A,28.0,32,2825,32,0,0,54.0,2.0,0,0,0,0,0,0,977,0,it ITA,True
Mikel Merino,es ESP,"MF,FW",Arsenal,Premier League,28.0,27,1496,16,7,2,,,0,0,43,4,1,9,442,15,eng ENG,False
Quentin Merlin,fr FRA,DF,Marseille,Ligue 1,22.0,26,1526,20,1,3,,,0,0,20,1,0,4,916,13,fr FRA,True
Víctor Meseguer,es ESP,MF,Valladolid,La Liga,25.0,14,418,2,0,0,,,0,0,10,1,0,1,148,2,es ESP,True
Rafik Messali,fr FRA,DF,Toulouse,Ligue 1,22.0,12,437,5,0,1,,,0,0,15,0,0,3,158,9,fr FRA,True
Junior Messias,br BRA,"MF,FW",Genoa,Serie A,33.0,16,757,7,1,1,,,0,1,12,1,0,10,141,6,it ITA,False
Connor Metcalfe,au AUS,"MF,FW",St. Pauli,Bundesliga,25.0,10,358,3,0,0,,,0,0,2,2,1,3,76,3,de GER,False
Karol Mets,ee EST,DF,St. Pauli,Bundesliga,31.0,10,900,10,0,0,,,0,0,13,1,0,0,526,12,de GER,False
Thomas Meunier,be BEL,DF,Lille,Ligue 1,33.0,29,1838,20,2,0,,,0,0,52,5,0,14,1105,34,fr FRA,False
Alexander Meyer,de GER,GK,Dortmund,Bundesliga,34.0,2,180,2,0,0,7.0,0.0,0,0,0,0,0,0,54,0,de GER,True
Shumaira Mheuka,eng ENG,MF,Chelsea,Premier League,17.0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,eng ENG,True
Lucas Michal,fr FRA,"FW,MF",Monaco,Ligue 1,19.0,7,100,0,0,0,,,0,0,5,0,0,1,31,1,fr FRA,True
Florian Micheler,at AUT,MF,Hoffenheim,Bundesliga,19.0,1,32,0,0,0,,,0,0,0,1,0,1,11,0,de GER,False
Miguel,es ESP,FW,Leganés,La Liga,25.0,31,1677,17,1,3,,,1,2,16,3,0,8,129,4,es ESP,True
Valentin Mihaila,ro ROU,"FW,MF",Parma,Serie A,25.0,21,1288,16,0,3,,,0,0,29,2,0,10,325,8,it ITA,False
Georges Mikautadze,ge GEO,FW,Lyon,Ligue 1,24.0,33,1437,13,11,6,,,3,4,7,2,0,16,324,4,fr FRA,False
Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,Ligue 1,21.0,3,26,0,0,0,,,0,0,0,0,0,0,12,1,fr FRA,False
Nikola Milenković,rs SRB,DF,Nott'ham Forest,Premier League,27.0,35,3150,35,4,2,,,0,0,44,4,0,1,784,25,eng ENG,False
Lewis Miley,eng ENG,MF,Newcastle Utd,Premier League,19.0,13,285,1,1,0,,,0,0,12,0,0,1,150,2,eng ENG,True
Vanja Milinković-Savić,rs SRB,GK,Torino,Serie A,28.0,35,3150,35,0,0,123.0,4.0,0,0,1,3,0,0,1034,0,it ITA,False
Éder Militão,br BRA,DF,Real Madrid,La Liga,27.0,12,938,11,1,1,,,0,0,19,2,0,5,636,12,es ESP,False
Luis Milla,es ESP,MF,Getafe,La Liga,30.0,31,2695,30,1,4,,,1,1,55,4,0,21,1082,22,es ESP,True
Pere Milla,es ESP,"MF,FW",Espanyol,La Liga,32.0,17,335,1,2,0,,,0,0,4,3,0,2,71,2,es ESP,True
Enzo Millot,fr FRA,"MF,FW",Stuttgart,Bundesliga,22.0,28,1775,21,6,5,,,0,1,28,9,0,30,926,11,de GER,False
James Milner,eng ENG,MF,Brighton,Premier League,39.0,3,169,3,0,0,,,0,0,5,1,0,1,55,2,eng ENG,True
Kim Min-jae,kr KOR,DF,Bayern Munich,Bundesliga,28.0,27,2283,27,2,0,,,0,0,35,2,0,3,2340,37,de GER,False
Yerry Mina,co COL,DF,Cagliari,Serie A,30.0,29,2389,29,0,0,,,0,0,59,6,1,3,1139,33,it ITA,False
Takumi Minamino,jp JPN,"MF,FW",Monaco,Ligue 1,30.0,30,2149,26,6,3,,,0,0,32,4,0,11,500,9,fr FRA,False
Lucas Mincarelli,fr FRA,DF,Montpellier,Ligue 1,21.0,9,625,7,1,0,,,0,0,13,0,0,0,242,9,fr FRA,True
Tyrone Mings,eng ENG,DF,Aston Villa,Premier League,32.0,14,1120,12,0,0,,,0,0,7,1,0,2,596,7,eng ENG,True
Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,La Liga,25.0,31,2466,28,4,6,,,0,0,35,6,1,22,1561,21,es ESP,True
Kim Minsu,kr KOR,"MF,FW",Girona,La Liga,19.0,3,22,0,0,0,,,0,0,1,0,0,0,9,0,es ESP,False
Yankuba Minteh,gm GAM,"FW,MF",Brighton,Premier League,20.0,30,1666,18,6,4,,,0,0,47,6,0,40,310,11,eng ENG,False
Bojan Miovski,mk MKD,FW,Girona,La Liga,25.0,17,869,12,2,1,,,0,0,7,0,0,3,86,2,es ESP,False
Rafa Mir,es ESP,"FW,MF",Valencia,La Liga,27.0,17,630,4,0,2,,,0,0,10,2,0,1,118,4,es ESP,True
Juan Miranda,es ESP,DF,Bologna,Serie A,25.0,30,2190,24,0,6,,,0,0,32,4,0,7,1369,21,it ITA,False
Fabio Miretti,it ITA,"MF,FW",Genoa,Serie A,21.0,25,1677,22,3,3,,,0,0,28,2,0,25,422,7,it ITA,True
Tyrick Mitchell,eng ENG,DF,Crystal Palace,Premier League,25.0,36,3002,36,0,4,,,0,0,88,2,0,14,948,14,eng ENG,True
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,Premier League,27.0,34,2532,28,9,3,,,0,0,44,1,0,50,709,13,eng ENG,False
Maximilian Mittelstädt,de GER,DF,Stuttgart,Bundesliga,28.0,30,2402,27,1,6,,,0,0,77,5,0,20,1658,45,de GER,True
Koji Miyoshi,jp JPN,"FW,MF",Bochum,Bundesliga,28.0,14,450,6,1,0,,,0,0,8,0,1,5,74,2,de GER,False
Henrikh Mkhitaryan,am ARM,MF,Inter,Serie A,36.0,31,2307,29,1,4,,,0,0,40,4,0,7,1285,17,it ITA,False
Jakub Moder,pl POL,MF,Brighton,Premier League,26.0,4,11,0,0,0,,,0,0,1,0,0,0,18,0,eng ENG,False
Rui Modesto,ao ANG,"DF,MF",Udinese,Serie A,25.0,19,577,4,0,1,,,0,0,16,1,0,3,225,8,it ITA,False
Luka Modrić,hr CRO,MF,Real Madrid,La Liga,39.0,32,1561,14,2,4,,,0,0,28,7,0,10,1422,24,es ESP,False
Max Moerstedt,de GER,FW,Hoffenheim,Bundesliga,,12,451,5,0,0,,,0,0,5,2,0,1,69,0,de GER,True
Terem Moffi,ng NGA,FW,Nice,Ligue 1,25.0,4,45,0,0,0,,,0,0,0,0,0,0,4,0,fr FRA,False
Mostafa Mohamed,eg EGY,FW,Nantes,Ligue 1,27.0,30,1252,11,5,0,,,0,0,18,3,0,12,160,10,fr FRA,False
Johan Mojica,co COL,DF,Mallorca,La Liga,32.0,33,2639,29,1,2,,,0,0,34,5,0,30,1144,25,es ESP,False
David Mokwa,fr FRA,"DF,FW",Hoffenheim,Bundesliga,21.0,2,22,0,0,0,,,0,0,1,0,0,1,1,0,de GER,False
Alberto Moleiro,es ESP,"FW,MF",Las Palmas,La Liga,21.0,33,2553,30,6,1,,,0,0,26,5,0,61,790,18,es ESP,True
Nahuel Molina,ar ARG,DF,Atlético Madrid,La Liga,27.0,27,1479,16,0,3,,,0,0,40,0,0,14,883,12,es ESP,False
Florent Mollet,fr FRA,"MF,FW",Nantes,Ligue 1,33.0,9,242,3,0,0,,,0,0,2,1,0,2,83,1,fr FRA,True
Jon Moncayola,es ESP,MF,Osasuna,La Liga,26.0,30,2061,26,0,0,,,0,0,68,8,0,4,721,11,es ESP,True
Jeremy Monga,,"FW,MF",Leicester City,Premier League,,5,66,0,0,0,,,0,0,1,0,0,2,11,0,eng ENG,False
Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,La Liga,28.0,6,113,1,0,0,,,0,0,4,1,0,0,68,2,es ESP,False
Lorenzo Montipò,it ITA,GK,Hellas Verona,Serie A,29.0,35,3150,35,0,0,93.0,1.0,0,0,1,0,0,0,513,0,it ITA,True
Mikey Moore,eng ENG,FW,Tottenham,Premier League,17.0,9,280,2,0,1,,,0,0,0,0,0,2,60,1,eng ENG,True
Álvaro Morata,es ESP,"FW,MF",Milan,Serie A,32.0,16,1099,13,5,0,,,0,0,16,5,0,6,202,5,it ITA,False
Morato,br BRA,DF,Nott'ham Forest,Premier League,23.0,25,899,6,0,0,,,0,0,21,4,0,2,231,10,eng ENG,False
Diego Moreira,pt POR,"DF,MF",Strasbourg,Ligue 1,20.0,31,2478,28,2,7,,,0,0,42,4,1,57,990,34,fr FRA,False
Alberto Moreno,es ESP,DF,Como,Serie A,32.0,23,1649,20,0,0,,,0,0,24,4,0,3,852,14,it ITA,False
Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,Premier League,31.0,15,955,11,0,1,,,0,0,25,2,0,8,308,15,eng ENG,False
Gerard Moreno,es ESP,FW,Villarreal,La Liga,33.0,15,673,6,3,1,,,3,3,7,0,0,15,209,2,es ESP,True
Matias Moreno,ar ARG,DF,Fiorentina,Serie A,21.0,4,144,2,0,0,,,0,0,8,0,0,3,58,1,it ITA,False
Tete Morente,es ESP,"FW,MF",Lecce,Serie A,28.0,30,1931,22,3,2,,,0,0,26,4,0,29,524,13,it ITA,False
Mateu Morey,es ESP,DF,Mallorca,La Liga,25.0,13,506,5,0,0,,,0,0,14,1,0,8,205,9,es ESP,True
Ilaix Moriba,gn GUI,MF,Celta Vigo,La Liga,22.0,30,1863,19,1,1,,,0,0,59,7,1,12,766,13,es ESP,False
Manu Morlanes,es ESP,MF,Mallorca,La Liga,26.0,21,1300,15,0,0,,,0,0,43,6,0,3,594,24,es ESP,True
Nikola Moro,hr CRO,MF,Bologna,Serie A,27.0,21,1197,15,0,2,,,0,0,35,1,0,7,638,13,it ITA,False
Raúl Moro,es ESP,"MF,FW",Valladolid,La Liga,22.0,30,2071,23,4,5,,,0,0,21,2,0,53,456,10,es ESP,True
Sam Morsy,eg EGY,MF,Ipswich Town,Premier League,33.0,31,2576,29,1,1,,,0,0,65,10,0,13,1150,29,eng ENG,False
Gabriel Moscardo,br BRA,"MF,DF",Reims,Ligue 1,19.0,6,84,0,0,0,,,0,0,3,1,0,1,30,0,fr FRA,False
Cristhian Mosquera,es ESP,DF,Valencia,La Liga,20.0,34,3049,34,1,0,,,0,0,48,6,0,5,1684,34,es ESP,True
Daniel Mosquera,co COL,FW,Hellas Verona,Serie A,25.0,33,1315,12,5,1,,,0,0,10,3,0,15,224,2,it ITA,False
Yerson Mosquera,co COL,DF,Wolves,Premier League,24.0,5,441,5,0,0,,,0,0,11,2,0,0,205,10,eng ENG,False
Dany Mota,pt POR,"FW,MF",Monza,Serie A,27.0,30,2067,24,5,2,,,0,0,13,3,0,13,399,9,it ITA,False
Yael Mouanga,fr FRA,DF,Montpellier,Ligue 1,19.0,13,901,9,0,0,,,0,0,12,3,0,5,393,10,fr FRA,True
Aimen Moueffek,fr FRA,MF,Saint-Étienne,Ligue 1,24.0,21,1017,12,0,1,,,0,0,20,2,0,11,326,5,fr FRA,True
Youssoufa Moukoko,de GER,"FW,MF",Nice,Ligue 1,20.0,11,204,2,2,1,,,0,0,3,0,0,2,36,0,fr FRA,False
Steve Mounié,bj BEN,"FW,MF",Augsburg,Bundesliga,30.0,15,327,1,1,0,,,0,0,4,2,0,1,64,1,de GER,False
Mason Mount,eng ENG,MF,Manchester Utd,Premier League,26.0,15,488,6,1,0,,,0,0,12,3,0,1,162,3,eng ENG,True
Santiago Mouriño,uy URU,DF,Alavés,La Liga,23.0,23,1669,18,0,1,,,0,0,41,6,0,4,483,26,es ESP,False
Louis Mouton,fr FRA,MF,Saint-Étienne,Ligue 1,22.0,24,1045,12,0,1,,,0,0,49,2,0,12,442,10,fr FRA,True
Divin Mubama,eng ENG,FW,Manchester City,Premier League,20.0,1,28,0,0,0,,,0,0,0,0,0,0,2,0,eng ENG,True
Mykhailo Mudryk,ua UKR,FW,Chelsea,Premier League,24.0,7,151,1,0,0,,,0,0,2,0,0,3,28,0,eng ENG,False
Ngal'Ayel Mukau,cd COD,MF,Lille,Ligue 1,20.0,21,1188,14,0,1,,,0,0,32,4,0,9,573,15,fr FRA,False
Nordi Mukiele,fr FRA,DF,Leverkusen,Bundesliga,27.0,15,899,10,1,0,,,0,0,20,4,0,9,488,16,de GER,False
Florian Müller,de GER,GK,Freiburg,Bundesliga,27.0,9,753,8,0,0,15.0,0.0,0,0,0,0,0,0,206,0,de GER,True
Kevin Müller,de GER,GK,Heidenheim,Bundesliga,34.0,32,2849,32,0,0,103.0,0.0,0,0,3,0,0,0,949,0,de GER,True
Marius Müller,de GER,GK,Wolfsburg,Bundesliga,31.0,6,475,5,0,0,18.0,0.0,0,0,0,0,0,0,154,0,de GER,True
